source,target,weight
britttbrattt_,quinbookz,4
britttbrattt_,alexis_shaquan,3
britttbrattt_,iyana_mallory,2
britttbrattt_,theholykuran,1
chennylou,_jadoresasha,10
chennylou,espnfc,6
chennylou,_deeeeeeee96,5
chennylou,pizzaporn666,4
chennylou,ms_dze,3
chennylou,sharock_,2
chennylou,p0cah0ntaas,1
destiyanabadd,_xxfineassgirl,28
destiyanabadd,themulattoqueen,13
destiyanabadd,__xishutitdown,12
destiyanabadd,__tinaaxx,9
destiyanabadd,virgothatsme,8
destiyanabadd,_kyrajanae,5
destiyanabadd,__neshaaab,4
destiyanabadd,_vivalacole,3
destiyanabadd,thatboy_ro,2
destiyanabadd,they_hatebri,1
flyboa_dre,macksquad_lo,15
flyboa_dre,_ishawn,11
flyboa_dre,briel___,8
flyboa_dre,sippnondatlena,5
flyboa_dre,she_hefner,4
flyboa_dre,loveurtweets__,3
flyboa_dre,highbright_,2
flyboa_dre,ken_loudso,1
fuglycal,shababa_,24
fuglycal,bjwalkinrivers,7
fuglycal,1humblenature,5
fuglycal,coreybspeaks,3
fuglycal,shereigns_,2
fuglycal,inantwetrust,1
im_on_marz,jadorenesh_xo,13
im_on_marz,shaaeeex,5
im_on_marz,leosweare,4
im_on_marz,dreamhouses16,3
im_on_marz,coffeemfrose,2
im_on_marz,ifuntweets_,1
jekeljaw,djmarcd,8
jekeljaw,starforcehh,5
jekeljaw,kokaneofficial,4
jekeljaw,djscrill,3
jekeljaw,souljaboy,2
jekeljaw,sab_mc,1
jj_jets,hunneemolassess,8
jj_jets,itsmorganb_,5
jj_jets,theonlyreed,4
jj_jets,mr1738,3
jj_jets,taxstone,2
jj_jets,vladtv,1
kb_loves,leoterms,97
kb_loves,timmytrapper,34
kb_loves,_imarealist_,16
kb_loves,hoess_swagg52,5
kb_loves,miss_marie_1,4
kb_loves,miley_highrus,2
kb_loves,fuckthatshxt,1
kpmemphis10,am_morgan,8
kpmemphis10,mak912,7
kpmemphis10,reagangomez,6
kpmemphis10,mrsdarian,5
kpmemphis10,tyrese,4
kpmemphis10,isparklei,3
kpmemphis10,lilybolourian,2
kpmemphis10,ikimberlyelise,1
lenadamico,skylerdavie,17
lenadamico,kimmo9898,7
lenadamico,hornyfacts,6
lenadamico,hevenpuryear,4
lenadamico,xo_limaa,3
lenadamico,biklnis,2
lenadamico,chilltweetss,1
likejordangaf,cj9223,50
likejordangaf,fly_like_mike,49
likejordangaf,mydick_suckthat,11
likejordangaf,mysportslegion,9
likejordangaf,nosavageshere,6
likejordangaf,atlhawks,4
likejordangaf,cindyrelli_,2
likejordangaf,wojyahoonba,1
lovelykuhpcake,romskiies,10
lovelykuhpcake,84_jd,9
lovelykuhpcake,vintage_d_love,7
lovelykuhpcake,earceojr,6
lovelykuhpcake,mvillarino80,5
lovelykuhpcake,joshsb562,4
lovelykuhpcake,oniellch,3
lovelykuhpcake,jesusg0193,2
lovelykuhpcake,wineguydavidcom,1
missayemarie,yonnajay,8
missayemarie,3tutu92,7
missayemarie,tamfran21,5
missayemarie,huddl3ston,3
missayemarie,flip_thascript,2
missayemarie,troublesan,1
rudeaszslida,shutupstanley,6
rudeaszslida,mulanboydoll,5
rudeaszslida,p__selfmade,4
rudeaszslida,therealquvn,3
rudeaszslida,tiara_mmg,2
rudeaszslida,allhailqueent_,1
slangdini,marclamonthill,9
slangdini,thecosby,5
slangdini,fivefifths,4
slangdini,donthollaatme,3
slangdini,bomani_jones,2
slangdini,handymayhem,1
swahilisamurai,6775rico,6
swahilisamurai,336bteezy,5
swahilisamurai,nirosbadhabits,4
swahilisamurai,blewis128,3
swahilisamurai,thinknmoney_365,2
swahilisamurai,britbratalexis,1
teamokkie_,loyalriches,15
teamokkie_,xallmered,9
teamokkie_,2r4m_1pdoodie,6
teamokkie_,theylove_yaya,4
teamokkie_,badderthan_,3
teamokkie_,pataproblem,1
thatsnaeforyouu,_infinitlove,12
thatsnaeforyouu,kill_thatshxt,9
thatsnaeforyouu,yoo_fernandez,8
thatsnaeforyouu,_chippy21,7
thatsnaeforyouu,abexle,5
thatsnaeforyouu,atiya_tene,4
thatsnaeforyouu,alwaysmariah_xo,3
thatsnaeforyouu,moochie_x3,2
thatsnaeforyouu,forever_dashaa,1
arieeolla,parlevujeane,10
arieeolla,_urri,6
arieeolla,dizturbdwun,4
arieeolla,_vanndy,3
arieeolla,briyonces,2
arieeolla,100kgold,1
bddarryl,ihavean_ideaaa,8
bddarryl,chris_in_sanity,7
bddarryl,c_exnihilo,6
bddarryl,marshy_lillypad,5
bddarryl,morganize_,4
bddarryl,queenb0414,3
bddarryl,camldrummond,2
bddarryl,nochillb,1
bluehillave_,cocaine_krazy,9
bluehillave_,_lovingbj,7
bluehillave_,_mykingchase,5
bluehillave_,pulsating_rose,3
bluehillave_,flashing_mikes,2
bluehillave_,iheartboobies77,1
boynthemjammies,myawkwardcurls,25
boynthemjammies,_basedmistress,15
boynthemjammies,ablissfulhigh_,12
boynthemjammies,immaculate_ice,11
boynthemjammies,breemulattored,8
boynthemjammies,__treyalmighty,7
boynthemjammies,losanjoles,5
boynthemjammies,curvaceouscodi,4
boynthemjammies,therealtoto1,3
boynthemjammies,xchrystian,2
boynthemjammies,3_two_juan,1
cappdaprez,headhoncho247,6
cappdaprez,mzzbadash,5
cappdaprez,iadmireureffort,4
cappdaprez,yungoptu,3
cappdaprez,prozpect228,2
cappdaprez,fastlifecurt,1
hegorgeous,_a1nosteaksauce,7
hegorgeous,vh1pnut,6
hegorgeous,marikastarr,5
hegorgeous,__brat_,4
hegorgeous,hassantheeone,3
hegorgeous,urfavritasshole,2
hegorgeous,__hereyezlow,1
hustlegrindeate,hiphopsalute,9
hustlegrindeate,drocasso617,8
hustlegrindeate,bytcinc,6
hustlegrindeate,jayblueatl,5
hustlegrindeate,hiphop,4
hustlegrindeate,lymelytedvd,2
hustlegrindeate,gthc_music,1
ih8thirstyhos,blame_zack,18
ih8thirstyhos,thebuie,16
ih8thirstyhos,stevetwerkel,11
ih8thirstyhos,klew24,9
ih8thirstyhos,solochills,8
ih8thirstyhos,bredlove,7
ih8thirstyhos,play_on_verbs,5
ih8thirstyhos,lexxluthaa,4
ih8thirstyhos,hehasnochill,3
ih8thirstyhos,dukeofzamunda,2
ih8thirstyhos,under6ftnobeard,1
j_cortes09,superjohnnytish,8
j_cortes09,swankydee05,6
j_cortes09,little_burgosss,5
j_cortes09,alexamorales16,4
j_cortes09,vldzkarla,3
j_cortes09,steezyrawool,2
j_cortes09,tere_18,1
jazlynnj,idigrayray,101
jazlynnj,augustalsina,93
jazlynnj,imjustunique_,64
jazlynnj,_i_am_karma_,52
jazlynnj,_whoajay,51
jazlynnj,augalsina__,39
jazlynnj,emajanaeeee_,24
jazlynnj,kay_alsina,21
jazlynnj,rocsgrunt,19
jazlynnj,i_chooseaugust,16
jazlynnj,augustyungin,12
jazlynnj,spiffybreezy,11
jazlynnj,augusttime,10
jazlynnj,lifeofnaina,9
jazlynnj,histestimony,8
jazlynnj,basedsaffiyah,7
jazlynnj,theykrave_anya,6
jazlynnj,alisialipsey,5
jazlynnj,lovee_malikaa,4
jazlynnj,x_trendsetter,3
jazlynnj,_lilalsinababy,2
jazlynnj,daniella89ruiz,1
joleonbusby,nytimes,92
joleonbusby,forbes,52
joleonbusby,ap,49
joleonbusby,vibemagazine,38
joleonbusby,deadlinedaylive,28
joleonbusby,mufcdevilupdate,27
joleonbusby,siralexstand,25
joleonbusby,puredopekicks,22
joleonbusby,cnn,21
joleonbusby,football__tweet,18
joleonbusby,wethebestmusic,16
joleonbusby,joebudden,13
joleonbusby,ap_sports,10
joleonbusby,utdmufc,9
joleonbusby,rickyrozay,8
joleonbusby,wale,7
joleonbusby,rockiefresh,6
joleonbusby,90thmin,5
joleonbusby,therapmoriarty,4
joleonbusby,barackobama,3
joleonbusby,cnnmoney,2
joleonbusby,shalewastar,1
kingjuss,indytapes,8
kingjuss,therealdjcortez,6
kingjuss,oficialbossking,5
kingjuss,triphliph1,3
kingjuss,lenzaofficial,2
kingjuss,sports_greats,1
krockblkjason,4r3alblackmyth,6
krockblkjason,cmfdat,5
krockblkjason,illwillcmf,4
krockblkjason,tripzseason1,3
krockblkjason,asharp79,2
krockblkjason,teksmokeelah,1
lancerprancer,bloodylust_,13
lancerprancer,dopeahhaquarius,11
lancerprancer,basednafrican,6
lancerprancer,fipstah,4
lancerprancer,drrake,3
lancerprancer,damanimyers15,2
lancerprancer,xstrology,1
leidy_bug,candybarr97,10
leidy_bug,mirna_yvette,8
leidy_bug,_fatimaaa10,6
leidy_bug,laurenchacon11,5
leidy_bug,nataliejooooo,4
leidy_bug,opnxvibes,2
leidy_bug,thesoccerlifee,1
littlemiss8x,frozehevrtless,8
littlemiss8x,ogfazey,5
littlemiss8x,there4kwameis,4
littlemiss8x,realrickey,3
littlemiss8x,isahkandi,2
littlemiss8x,khymcfly,1
ll_heartthrob,notime4fakes,8
ll_heartthrob,babycuzima_thug,6
ll_heartthrob,slimthegawd,5
ll_heartthrob,mackavelli_shai,4
ll_heartthrob,_lifeisagamble,2
ll_heartthrob,thegymshining,1
lovemcqueen,just_airey,6
lovemcqueen,naziknaji,5
lovemcqueen,invonn_wetrust,4
lovemcqueen,itsallaboutab,3
lovemcqueen,t00cold_,2
lovemcqueen,_blessceleste,1
macandcheeez,bigdawgjayy_,14
macandcheeez,__tjq,5
macandcheeez,almighty_b,4
macandcheeez,kingovfreaks,3
macandcheeez,ochocinco,2
macandcheeez,zeezeetop_,1
maryamtschanz,djmarcd,12
maryamtschanz,starforcehh,10
maryamtschanz,kokaneofficial,5
maryamtschanz,mjthegreatsd,4
maryamtschanz,keyshiacole,3
maryamtschanz,jimmydasaint1,2
maryamtschanz,1kblx,1
moniimonz,mellimelz10,11
moniimonz,keiraxo2,10
moniimonz,freezymajor,9
moniimonz,k_simmz,8
moniimonz,maxonteller,6
moniimonz,oceandrivedrew,4
moniimonz,momentumartist,2
moniimonz,tf_i_looklike,1
prettiirickii,karnythia,19
prettiirickii,owlsasylum,16
prettiirickii,theblackvoice,15
prettiirickii,fivefifths,9
prettiirickii,dopegirlfresh,8
prettiirickii,feministajones,7
prettiirickii,pushbuttons,6
prettiirickii,suave_gent,5
prettiirickii,supasigma,4
prettiirickii,tmikamouse,3
prettiirickii,bomani_jones,2
prettiirickii,songofsabreen,1
sex4play,andersonalexad,29
sex4play,cumslut91,13
sex4play,countrycouple1,10
sex4play,hornynishi,9
sex4play,poojasharma557,8
sex4play,priyankasexy27,5
sex4play,kinkymrs,4
sex4play,teenh0ty,3
sex4play,gigilicious69,2
sex4play,pussy_on_kyla,1
shaneeljohnson_,yung_andfamous,28
shaneeljohnson_,__cwizzle,20
shaneeljohnson_,megaskeeper_,7
shaneeljohnson_,glenperezmonroe,5
shaneeljohnson_,thatguyjustoo,2
shaneeljohnson_,da1_dd,1
swhyd94,gulos_,22
swhyd94,naimc93,8
swhyd94,s_ghumra,5
swhyd94,fact,4
swhyd94,jmebbk,3
swhyd94,arnoldjorge,2
swhyd94,heelziggler,1
tastefullynasty,ranity,9
tastefullynasty,missangeladavis,6
tastefullynasty,houstonmacbro,5
tastefullynasty,the1antonio,4
tastefullynasty,kreyolxugly,3
tastefullynasty,menelekotafari,2
tastefullynasty,jayexodus,1
4th_side_trey,bakedbeansots,10
4th_side_trey,mannyflyz,7
4th_side_trey,only_lawrence,5
4th_side_trey,gr4ysoph,4
4th_side_trey,rajdagod,3
4th_side_trey,chiefybillionz,2
4th_side_trey,xiclydeix,1
anke_germany,anke_germany,14
anke_germany,kendralust,9
anke_germany,andreaschwarz01,6
anke_germany,angelinacaprix,5
anke_germany,vanilladeville,4
anke_germany,anastaciafanily,2
anke_germany,louisejensonxxx,1
beastmodeblock,plies,10
beastmodeblock,tharealxtra,7
beastmodeblock,iamricolove,5
beastmodeblock,thegame,4
beastmodeblock,nezzy____,3
beastmodeblock,unclelukereal1,2
beastmodeblock,unclelukerea1,1
carsonzolanski,brooklenbarbie,17
carsonzolanski,nickiminaj,15
carsonzolanski,alieyxhmaraj,11
carsonzolanski,heyprettynicki,10
carsonzolanski,_xothinkpink,8
carsonzolanski,niggertrev,7
carsonzolanski,sticksinmybun,5
carsonzolanski,twistedroman,4
carsonzolanski,zendaya,3
carsonzolanski,miluvmisumneeki,2
carsonzolanski,hakunaminaj,1
chiefki,youngparis5,9
chiefki,_skip2my_lou,7
chiefki,almightyazp,5
chiefki,beautifull_m3,4
chiefki,blaireeejaee,2
chiefki,vinehumor,1
djmagicjay,aki_artist,6
djmagicjay,afrobeatbuzz,5
djmagicjay,egamusic,4
djmagicjay,alizelevy,3
djmagicjay,instagram,2
djmagicjay,ar_records,1
ericrossjr_,celltrustnone,32
ericrossjr_,frizz300,23
ericrossjr_,asjhalett,19
ericrossjr_,allo_23,7
ericrossjr_,ak47england,5
ericrossjr_,dolo_mrgip,2
ericrossjr_,telemalala,1
freemy_twinbow,xtheyhatinggia_,9
freemy_twinbow,johnjohnbff,7
freemy_twinbow,ry_lieved,5
freemy_twinbow,kayla_tre_seven,4
freemy_twinbow,realraymondj,2
freemy_twinbow,niyah_luvs_u,1
its_jessyjay,___keyah,12
its_jessyjay,thaatgirlleee,5
its_jessyjay,_lashayyyyyyy,4
its_jessyjay,sunny_thagod,3
its_jessyjay,al_fsu,2
its_jessyjay,theonlykariem_,1
jess_reyess,castrejon253,11
jess_reyess,meri_campos,5
jess_reyess,e_smiiles,4
jess_reyess,beatrice_romero,3
jess_reyess,depresseddarth,2
jess_reyess,faroutakhtar,1
kongtz,djmarcd,11
kongtz,souljaboy,7
kongtz,starforcehh,5
kongtz,urstheknockout,4
kongtz,keyshiacole,3
kongtz,mznay414,2
kongtz,gucci1017,1
laflame1017,o_0maygen,16
laflame1017,self_liberated,6
laflame1017,chiefkeef,5
laflame1017,livefastdiefly,3
laflame1017,gucci1017,2
laflame1017,liltreprod,1
leo_moraless,michael_361,26
leo_moraless,ohvictorya,20
leo_moraless,rickyg_361,18
leo_moraless,brooklyndreams_,16
leo_moraless,branddddi9,15
leo_moraless,jessiiesuxx,11
leo_moraless,tellemskinny,7
leo_moraless,ordinarykat_,6
leo_moraless,malorieofwg,5
leo_moraless,ayy_jonathan35,4
leo_moraless,singleness_,3
leo_moraless,donika76,2
leo_moraless,val_araiza,1
mackaycomms,mapsmaponyane,25
mackaycomms,playyourpartsa,24
mackaycomms,brand_sa,22
mackaycomms,sabc_2,14
mackaycomms,kabelomabalane,13
mackaycomms,kayteebm,9
mackaycomms,bernardviljoen,7
mackaycomms,hestonthomas1,4
mackaycomms,ndumiso_h22,3
mackaycomms,samburg7,2
mackaycomms,cherylpillay,1
marcblockk,poeticallytren,17
marcblockk,_reddheadd,12
marcblockk,exotickeishh,11
marcblockk,polo_dat_boss,5
marcblockk,515_tbutler,4
marcblockk,steezydev,3
marcblockk,__layyyy,2
marcblockk,bigshaad24th,1
misterd_webb,collins_grigsby,22
misterd_webb,therealkevin12,12
misterd_webb,s_brown25,10
misterd_webb,ms_lady92,7
misterd_webb,imwiththattoo,6
misterd_webb,mr_island90,5
misterd_webb,jvan300,4
misterd_webb,lindsisexybitch,3
misterd_webb,__jmarcel,2
misterd_webb,trestephens23,1
moondoggytr,zap_judah,8
moondoggytr,swishnba,6
moondoggytr,basedcapper,4
moondoggytr,willybeamen40,3
moondoggytr,acemulatto,2
moondoggytr,starstaley,1
mstamarshawnice,darthvenn,15
mstamarshawnice,tootthebarber,12
mstamarshawnice,rated_kg,11
mstamarshawnice,jabthebarber,8
mstamarshawnice,brandononsports,7
mstamarshawnice,mrelationshipsf,5
mstamarshawnice,justbeano,4
mstamarshawnice,imgonnabok,3
mstamarshawnice,nbcphiladelphia,2
mstamarshawnice,samsclub,1
nini_noleakes,jalisarene,13
nini_noleakes,miiangieamour,12
nini_noleakes,mrcouture,8
nini_noleakes,ellamercedes,7
nini_noleakes,bestofcancer,5
nini_noleakes,_pdollas,4
nini_noleakes,dt_tre,3
nini_noleakes,justjosh17,2
nini_noleakes,xstrology,1
peayback_,three2iamda1,10
peayback_,_deeeyeceekay,7
peayback_,redhairmaniac,6
peayback_,beyonceland,4
peayback_,smokinzo,3
peayback_,mula_ym,2
peayback_,jdollaz01,1
pikachulita,saekosnow,39
pikachulita,misselise84,30
pikachulita,beezieeee,18
pikachulita,juiceman513,11
pikachulita,bemorelikekenny,9
pikachulita,creativitydne,8
pikachulita,senketsumatoi,7
pikachulita,d_pagexxi,6
pikachulita,neworleans7,4
pikachulita,mdaniford,3
pikachulita,dbznappa,2
pikachulita,isleyymane,1
prettyjaz_btw,murdaa_mamii,16
prettyjaz_btw,only13thstreet,12
prettyjaz_btw,dblockdeuce_215,5
prettyjaz_btw,king_loo__,4
prettyjaz_btw,susief29,2
prettyjaz_btw,princessmakia26,1
shining_meech,shaynation__,16
shining_meech,aj_498,13
shining_meech,corrupts__x,10
shining_meech,soldout__,8
shining_meech,shoot_for_par,7
shining_meech,revklessjoey,2
shining_meech,_eyes2hazzey,1
someoneur_not,toosaxy_4ya,16
someoneur_not,dajareneejah,5
someoneur_not,_jiggah,4
someoneur_not,pimpraja,3
someoneur_not,trying2gopro,2
someoneur_not,peta,1
thegreenstone,ray_alexander_,14
thegreenstone,poonchi_,9
thegreenstone,brita_nofilter,6
thegreenstone,ohyounancihuh,3
thegreenstone,justingorham,2
thegreenstone,officiallyice,1
therealnadir,teshhamarie,9
therealnadir,naj_yotweet,7
therealnadir,___bey,6
therealnadir,attinyt__,4
therealnadir,genesis_sonii,3
therealnadir,alonichristina,2
therealnadir,p0cah0ntaas,1
00_gorgeous,aye_shesakeeper,16
00_gorgeous,quan_guwop,7
00_gorgeous,gawdwrap,6
00_gorgeous,ariee_that_girl,5
00_gorgeous,almighty_mick,3
00_gorgeous,conceited_ari,2
00_gorgeous,nieshawalls,1
aunknownuser,flyboymentality,10
aunknownuser,goblowyournose,9
aunknownuser,mckoymitch,7
aunknownuser,thirst22,5
aunknownuser,hoesbechooosin_,4
aunknownuser,spitta_taughtme,3
aunknownuser,ogpimpn,2
aunknownuser,poppeththypussy,1
aye_itsnae,treysongz,12
aye_itsnae,lovely_tai,7
aye_itsnae,mochapc,6
aye_itsnae,canadiannequeen,5
aye_itsnae,betawards,2
aye_itsnae,camibetheflyest,1
blacc_al_bundy,dodgers,22
blacc_al_bundy,unclerush,17
blacc_al_bundy,lildurk_,11
blacc_al_bundy,mikezombie,10
blacc_al_bundy,deionsandersjr,8
blacc_al_bundy,rockiefresh,2
blacc_al_bundy,ghost_0836,1
callme_petite,_trustnohoee,10
callme_petite,polo_kid05,7
callme_petite,mikemimms,6
callme_petite,kiddd_sococky,3
callme_petite,shescreams_4jay,2
callme_petite,kkbabie_,1
caseyfernandez4,bryanroche5,17
caseyfernandez4,drakakis_luke,14
caseyfernandez4,jennaawellss,5
caseyfernandez4,cj_ward,3
caseyfernandez4,jesscarafone,2
caseyfernandez4,chriswillis4421,1
cherryredd91,_bealove_,18
cherryredd91,dipbaby_dip,8
cherryredd91,_mac_onmylips,7
cherryredd91,bad_from_miborn,4
cherryredd91,heath_thafreak,3
cherryredd91,_beenthuggin,2
cherryredd91,beyuteafulblack,1
crownthebiebz,boubakar_,14
crownthebiebz,jacobwhitesides,7
crownthebiebz,jamiewh_,4
crownthebiebz,aissamandi23,3
crownthebiebz,blessmycanadian,2
crownthebiebz,codysimpson,1
habeshabeauty,_ohyeabubba,13
habeshabeauty,always_hoopin0,12
habeshabeauty,rltreypaxton,9
habeshabeauty,kelhoops_,8
habeshabeauty,jamar_anthony,7
habeshabeauty,rjhewitt7,5
habeshabeauty,tibletse,4
habeshabeauty,d_keysguy,3
habeshabeauty,wifioverrhoess,2
habeshabeauty,officialwardr94,1
her__but,kcamp427,11
her__but,1future,10
her__but,rickyrozay,8
her__but,2chainz,6
her__but,whosay,4
her__but,thinknmoney_365,2
her__but,robstashiz,1
inemilysmind,bittytang,6
inemilysmind,_xavierd_,5
inemilysmind,naytheboujie_,4
inemilysmind,kaddykadz,3
inemilysmind,dentyy,2
inemilysmind,fernandobdope,1
ireggaeday,palavmac,25
ireggaeday,rjr94fm,13
ireggaeday,ireggaeday,8
ireggaeday,jamaicapegasus,4
ireggaeday,teatreecreperie,3
ireggaeday,alphaboysschool,2
ireggaeday,teamstickle,1
ispeakcashh,rocko4real,9
ispeakcashh,iamtwerk,7
ispeakcashh,bthepilot_,6
ispeakcashh,lost__rabbit,4
ispeakcashh,etcali,3
ispeakcashh,cheyriiontop,2
ispeakcashh,sukmyc0ckiness_,1
jcmakingmoney,dbbanddie,10
jcmakingmoney,warriors,8
jcmakingmoney,ltdtimes3,7
jcmakingmoney,esinammonica,6
jcmakingmoney,decemberxxiv,4
jcmakingmoney,enzowalkabout,2
jcmakingmoney,itsxl,1
kissinqq_on_em,f___sleep4,16
kissinqq_on_em,aintno_bread,10
kissinqq_on_em,_dreadhead18,7
kissinqq_on_em,_freethahood,4
kissinqq_on_em,a1taeeee,3
kissinqq_on_em,sounbothered__,2
kissinqq_on_em,iadorea__,1
lian5sos,cliffordbeanie,73
lian5sos,cutepalstyles,21
lian5sos,louisassfucker,14
lian5sos,i69narry,13
lian5sos,niallscuteface,12
lian5sos,acidtripmuke,10
lian5sos,nominatedniam,9
lian5sos,harrys60s,8
lian5sos,calum5sos,6
lian5sos,ashton5sos,5
lian5sos,vogueselfiezayn,4
lian5sos,johnfeldy,3
lian5sos,honestfandom,2
lian5sos,sneijder101010,1
lizzs_lockeroom,pipsbadideas,18
lizzs_lockeroom,pariahjf,14
lizzs_lockeroom,raylyonsden,8
lizzs_lockeroom,danpultzmgmt,7
lizzs_lockeroom,jwalkerthepoet,6
lizzs_lockeroom,billythemankid,5
lizzs_lockeroom,gene_wang,4
lizzs_lockeroom,cause_i_like_it,3
lizzs_lockeroom,vanessaveasley,2
lizzs_lockeroom,netsstats,1
lovelivemurph,coreysthirst,16
lovelivemurph,autumnrosev,15
lovelivemurph,sthgu0htnits0l,12
lovelivemurph,isaiahdakid,11
lovelivemurph,bleakmilli,9
lovelivemurph,audemarriv,8
lovelivemurph,lynnalovesyou,7
lovelivemurph,notmahala,6
lovelivemurph,doughboyb11,5
lovelivemurph,yagurlluvme82,4
lovelivemurph,_denaeya,3
lovelivemurph,alleyesondae_,2
lovelivemurph,tokyothegod,1
lowkei_,sinsofmyfather_,6
lowkei_,lukejamesbgn,5
lowkei_,mathewnoknowles,4
lowkei_,_vanndy,3
lowkei_,juw4n,2
lowkei_,ijumike22,1
mike__sleek,sirpe01,22
mike__sleek,talabz_,20
mike__sleek,fng_vallachy,15
mike__sleek,yankeefreshy,13
mike__sleek,djtobee1,12
mike__sleek,iamchegz,8
mike__sleek,mike__sleek,1
missbleedpink,shiznyee,12
missbleedpink,_almightyb_,5
missbleedpink,nickiminaj,4
missbleedpink,_missbarbie_,3
missbleedpink,hoesaintloyal,2
missbleedpink,zijaigo,1
moola02,phillykg,7
moola02,mr_quenchyagirl,5
moola02,cemorecake718,4
moola02,_heavyset,3
moola02,mettaearl,2
moola02,big_jamaal_1,1
rated_kae,shutyodumbassup,19
rated_kae,tommyreainigga,16
rated_kae,laflaregodjosh,15
rated_kae,yobitchathot,11
rated_kae,geminigabbana,10
rated_kae,only1jsmith,8
rated_kae,kaidouglass7,7
rated_kae,snowbunnyslayer,6
rated_kae,troplifa,4
rated_kae,drugfree_datzme,3
rated_kae,troymoneyswagg,2
rated_kae,only1j_smith,1
rodolforick,mrjoebanks,43
rodolforick,nashgrier,12
rodolforick,kimkardashain,10
rodolforick,kendalljenner,9
rodolforick,tmz,3
rodolforick,kingbach,2
rodolforick,kimkardashian,1
sexyhov,djkingassassin,9
sexyhov,djmarcd,8
sexyhov,souljaboy,7
sexyhov,sodmg,4
sexyhov,keyshiacole,3
sexyhov,starforcehh,2
sexyhov,1kblx,1
shady951,bustarhymes,10
shady951,eminem,7
shady951,scoopdeville,4
shady951,jcolenc,3
shady951,therealsap,2
shady951,missinfo,1
shawtyballs33,trybeing_simple,20
shawtyballs33,mr_moorman,9
shawtyballs33,1tallgentleman_,5
shawtyballs33,mrcouture,4
shawtyballs33,bitchlmkermit,2
shawtyballs33,rock_bdatguy,1
smoot93,kurngb,6
smoot93,ftm_tev,5
smoot93,thenbshow,4
smoot93,ericoreojohnson,3
smoot93,dj_deceptacon,2
smoot93,bharper3407,1
akumanistic,shaariisee,7
akumanistic,atm0sphere__,6
akumanistic,1khadir,5
akumanistic,djtaydeville,4
akumanistic,chelsea1216,3
akumanistic,basedniggers,2
akumanistic,feliciacapcome,1
boxaho,missbridavis,10
boxaho,brendahaley_,9
boxaho,princewheeliams,7
boxaho,awwscarr,4
boxaho,counton24,3
boxaho,piscesareus,2
boxaho,trixarefornigs,1
darealamonded,amandaalways_92,33
darealamonded,pyrex_chic,20
darealamonded,h0ly__mary,11
darealamonded,_gemr0ck,8
darealamonded,brookemulhern,6
darealamonded,rickygee15,5
darealamonded,peoples_champ3,3
darealamonded,ggdaboss,2
darealamonded,jayybandx,1
ih8nate,sam_muzik_,15
ih8nate,geminigypsyy,7
ih8nate,trai_dot,4
ih8nate,im_shynin,3
ih8nate,simple_as_paris,2
ih8nate,ochocinco,1
j_lava,theothervoices,16
j_lava,jimnorton,14
j_lava,groovesdc,4
j_lava,johnfugelsang,3
j_lava,judgejeanine,2
j_lava,mattneas,1
kaylinn_waylinn,stuckupxxi,9
kaylinn_waylinn,chero_keeee,7
kaylinn_waylinn,livefortstackz,6
kaylinn_waylinn,jesus_lester,4
kaylinn_waylinn,__taylorsimone,2
kaylinn_waylinn,marlimarttymars,1
leannesenior__,flawlesssfu,13
leannesenior__,stopitchin,7
leannesenior__,freshie_realist,6
leannesenior__,princeg__,5
leannesenior__,neshaxo_,4
leannesenior__,s_060896,3
leannesenior__,annatay_,2
leannesenior__,freedamandem12,1
lickmyclit_69,superwetwet_69,11
lickmyclit_69,davidmarcus415,5
lickmyclit_69,teamblackkings,4
lickmyclit_69,18_hot_18,3
lickmyclit_69,subhoredwolf,2
lickmyclit_69,bestboobz,1
liveskar,djkingassassin,14
liveskar,djmarcd,9
liveskar,souljaboy,5
liveskar,keyshiacole,3
liveskar,mznay414,2
liveskar,starforcehh,1
loverpupx,djmarcd,8
loverpupx,djkingassassin,6
loverpupx,kokaneofficial,5
loverpupx,urstheknockout,4
loverpupx,starforcehh,3
loverpupx,mjthegreatsd,2
loverpupx,eljay_wbg,1
mami_wami,only1life2_live,12
mami_wami,_playaaashit,5
mami_wami,_kaimac,4
mami_wami,itripcripples,3
mami_wami,aska_hoeboutme,2
mami_wami,omo_be,1
mittbritt,dat_boyfluke_,9
mittbritt,naturalblack_,8
mittbritt,optimistic_bre,5
mittbritt,gaelicchief,4
mittbritt,superduperdink,3
mittbritt,kanyebreast,2
mittbritt,_notyobabydaddy,1
sneez_my_tweets,iam_nikekid,31
sneez_my_tweets,liveekiyaa,27
sneez_my_tweets,_onlykiaa,11
sneez_my_tweets,ispeak_caution,8
sneez_my_tweets,damn_thatskeira,6
sneez_my_tweets,augustalsina,4
sneez_my_tweets,_deasaaa1k,3
sneez_my_tweets,roadtorichesss,2
sneez_my_tweets,ogjayee,1
suaaaarez,giocar95,8
suaaaarez,durealist,6
suaaaarez,_khaaalil,5
suaaaarez,danny_boston,4
suaaaarez,arielleeg__,3
suaaaarez,javii86,2
suaaaarez,ugliebrian_,1
supatothedupa,miriashikin,7
supatothedupa,katrinnamarie,6
supatothedupa,ohgoddessitsme,5
supatothedupa,neesha_miller,4
supatothedupa,electric_forest,3
supatothedupa,yeahbanks,2
supatothedupa,young__og,1
themeshalltv,rickyrozay,11
themeshalltv,drefilms,8
themeshalltv,mannymacpnc,6
